recipe_code,source_recipe_code,recipe_name,recipe_display_name,source,status,category,meal_type,preference
ANN-000949,OSR087,Macaroni salad,Macaroni salad,open_source_recipes,active,salad,"[""lunch"", ""dinner""]",eggetarian
ANN-001006,OSR147,Sev,Sev (Omapodi/Karapusa),open_source_recipes,active,snack,"[""snack""]",vegetarian
ANN-000767,BFP463,ROLLED SANDWICHES,Rolled sandwich,bfp_manual,active,starter,"[""snack""]",vegetarian
ANN-000635,BFP259,BATHUA BHUJIA,Bathua bhujia,bfp_manual,active,snack,"[""snack""]",vegetarian
ANN-000425,ASC444,Sweet And Salty Biscuit,Sweet and salty biscuit (Meethay aur namkeen biscuit),asc_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000594,BFP185,KABULI CHANNA CURRY,Kabuli channa curry,bfp_manual,active,main_course,"[""lunch"", ""dinner""]",vegetarian
ANN-000257,ASC265,Fruit Salad,Fruit salad (Phalon ka salaad),asc_manual,active,salad,"[""lunch"", ""dinner""]",non_vegetarian
ANN-000895,OSR031,Ragi biscuits,Finger millet biscuit (Ragi biscuit),open_source_recipes,active,bakery,"[""breakfast"", ""snack""]",vegetarian
ANN-000535,BFP080,CREAM OF BROCCOLI SOUP,Cream of broccoli soup,bfp_manual,active,soup,"[""lunch"", ""dinner""]",vegetarian
ANN-000867,OSR002,Sattu drink,Sattu drink,open_source_recipes,active,beverage,"[""breakfast"", ""snack""]",vegetarian
ANN-000479,ASC503,Orange Marmalade,Orange marmalade (Santray ka murabba),asc_manual,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000580,BFP164,HOME MADE PLAIN NOODLES,Home made plain noodles,bfp_manual,active,staple,"[""breakfast"", ""lunch"", ""dinner""]",vegetarian
ANN-000835,BFP563,SWEET BESAN ROUNDS,Chickpea flour cookies (Sweet besan rounds/cookies),bfp_manual,active,dessert,"[""anytime""]",vegetarian
ANN-000095,ASC097,Plain Parantha,Plain parantha/paratha,asc_manual,active,breakfast,"[""breakfast""]",vegetarian
ANN-000268,ASC276,Potato Raita,Potato raita (Aloo ka raita),asc_manual,active,side_dish,"[""lunch"", ""dinner""]",vegetarian
ANN-000061,ASC063,Pancakes,Pancake,asc_manual,active,bakery,"[""breakfast"", ""snack""]",eggetarian
ANN-000354,ASC365,Khasta Kachori,Khasta kachori,asc_manual,active,snack,"[""snack""]",vegetarian
ANN-000921,OSR058,Pickled cabbage,Pickled cabbage ,open_source_recipes,active,sauce_condiment,"[""lunch"", ""dinner""]",vegetarian
ANN-000773,BFP472,DANISH LUNCHEON SANDWICHES,Danish luncheon sandwich,bfp_manual,active,starter,"[""snack""]",non_vegetarian
ANN-000936,OSR073,Cajun Chicken,Cajun chicken,open_source_recipes,active,main_course,"[""lunch"", ""dinner""]",non_vegetarian
